/home/holla/Documents/ASR_data/iitb/Sanskrit_ASR_Corpus/processed
sp001-009262_KS_09.wav	179304
sp009-001494_rv_15.wav	94459
sp019-000493_lahari_5.wav	65200
sp001-005244_KS_02.wav	199367
sp001-006412_KS_05.wav	90279
sp005-000486_Kathopanishat_SB_12.wav	233639
sp008-000638_YS_12.wav	213568
sp019-000821_lahari_7.wav	66448
sp001-000812_RV_01_51-95.wav	57260
sp011-000208_004.wav	92784
sp004-001497_KS_15.wav	37616
sp016-000518_Vishuddha_16-17.wav	126208
sp019-000203_lahari_3.wav	70208
sp003-002311_RV_11.wav	35527
sp001-009773_KS_13.wav	27167
sp003-005495_RV_17.wav	23824
sp004-000218_KS_11.wav	45976
sp003-001096_RV_06.wav	128313
sp002-002682_RV_07.wav	100310
sp007-000862_1-05-bAlakAnDaH_a.wav	72720
sp005-000275_Kathopanishat_SB_11_Part2.wav	221936
sp020-000164_1998-06-pg23_BM_VV.wav	92784
sp025-000040_001.wav	206472
sp001-005601_KS_02.wav	58932
sp006-001817_GB_06-13.wav	73552
sp017-000611_009.wav	89024
sp009-000139_rv_02.wav	153376
sp003-002480_RV_11.wav	101146
sp001-005168_KS_02.wav	184320
sp019-000133_lahari_3.wav	69792
sp012-000163_2.wav	47216
sp006-000110_GB_02.wav	208560
sp001-008529_KS_07.wav	65620
sp007-001755_2-04-ayodhyAkAnDaH.wav	40960
sp003-003560_RV_14.wav	32183
sp009-000001_rv_01a.wav	159648
sp027-000155_003.wav	102400
sp003-003849_RV_14.wav	136673
sp004-001913_KS_16.wav	119118
sp003-001337_RV_06.wav	179304
sp005-000822_Kathopanishat_SB_21.wav	71889
sp003-005867_RV_18.wav	176379
sp003-003851_RV_14.wav	27167
sp008-001210_YS_27.wav	61856
sp001-009475_KS_10.wav	39288
sp019-000947_lahari_7.wav	53904
sp003-000071_RV_03.wav	59350
sp010-000577_SR_19.wav	47632
sp001-001358_RV_04.wav	40960
sp007-000903_1-05-bAlakAnDaH_b.wav	116192
sp002-002320_RV_07.wav	89443
sp001-009533_KS_10.wav	113267
sp009-002991_Yugavatara_03.wav	116192
sp003-001982_RV_10.wav	80248
sp019-000432_lahari_5.wav	68112
sp002-001559_RV_05.wav	73561
sp010-000135_SR_05.wav	194768
sp001-006854_KS_05.wav	90279
sp001-005932_KS_03.wav	156317
sp013-000372_014.wav	211472
sp018-000082_002.wav	103232
sp003-002060_RV_10.wav	106580
sp005-000188_Kathopanishat_SB_11_Part2.wav	147540
sp001-000529_RV_01_26-50.wav	100728
sp001-006551_KS_05.wav	114521
sp008-002127_Yugavatara_01.wav	118688
sp016-000414_Vishuddha_16-17.wav	99472
sp008-001811_YS_39.wav	55168
sp009-000515_rv_05.wav	96549
sp002-002469_RV_07.wav	89443
sp003-006336_RV_19.wav	26331
sp001-008600_KS_07.wav	63530
sp002-000056_KS_04.wav	44722
sp001-002889_RV_09.wav	45140
sp003-002804_RV_11.wav	31765
sp007-000849_1-05-bAlakAnDaH_a.wav	67696
sp003-001039_RV_06.wav	84846
sp003-004328_RV_15.wav	25913
sp009-003063_Yugavatara_04.wav	137091
sp009-000916_rv_10.wav	65616
sp015-000271_005.wav	32176
sp003-003502_RV_13.wav	86518
sp021-000505_13.wav	134160
sp002-000021_KS_04.wav	64366
sp025-000815_006.wav	91104
sp001-010671_KS_14.wav	163840
sp003-002188_RV_11.wav	28421
sp001-001756_RV_04.wav	40960
sp004-001646_KS_15.wav	106998
sp001-008856_KS_09.wav	83174
sp018-000424_003.wav	149616
sp003-006591_RV_19.wav	185574
sp014-000436_011.wav	175952
sp001-004397_KS_01.wav	109923
sp001-008489_KS_07.wav	28421
sp021-000106_03.wav	105312
sp025-000522_003.wav	117024
sp007-001575_2-03-ayodhyAkAnDaH_b.wav	48064
sp001-002740_RV_09.wav	107833
sp002-001931_RV_05.wav	7520
sp002-000205_KS_04.wav	69799
sp027-000257_006.wav	48480
sp001-007600_KS_06_16-95.wav	132075
sp003-004273_RV_15.wav	75651
sp017-000095_002.wav	102816
sp007-002908_vanaspatayaH-shAntiH.wav	63112
sp013-000108_004.wav	409600
sp022-000154_006.wav	117856
sp014-000350_010.wav	77728
sp001-003174_RV_09.wav	33437
sp003-000223_RV_03.wav	39706
sp007-000275_1-02-bAlakAnDaH.wav	65200
sp019-000554_lahari_5.wav	58928
sp025-000745_005.wav	134992
sp001-008449_KS_07.wav	37616
sp002-001120_RV_02.wav	65620
sp001-006210_KS_03.wav	115775
sp001-011281_KS_17.wav	149629
sp008-001240_YS_27.wav	147536
sp003-000984_RV_06.wav	136673
sp006-001703_GB_05-17.wav	235296
sp001-005217_KS_02.wav	53081
sp002-001364_RV_05.wav	88607
sp016-000026_Vishuddha_1-3.wav	112416
sp003-005754_RV_17.wav	33855
sp011-000268_004.wav	49728
sp003-000540_RV_03.wav	17554
sp003-002348_RV_11.wav	53917
sp003-002040_RV_10.wav	100310
sp010-000819_SR_27.wav	77728
sp007-002392_Paropakari_Swami.wav	73143
sp008-001225_YS_27.wav	106992
sp003-005275_RV_16.wav	147540
sp003-002819_RV_11.wav	145450
sp001-002853_RV_09.wav	96967
sp007-002376_Paropakari_Swami.wav	125806
sp007-002060_devadarshanam.wav	95280
sp001-005022_KS_02.wav	197277
sp003-002179_RV_10.wav	53917
sp001-010568_KS_14.wav	276689
sp001-005286_KS_02.wav	38034
sp003-005956_RV_18.wav	96131
sp027-000398_011.wav	37184
sp001-008179_KS_07.wav	76487
sp003-005393_RV_17.wav	91115
sp004-001747_KS_16.wav	85264
sp010-000941_SR_31.wav	124128
sp017-000179_003.wav	126640
sp007-001368_2-02-ayodhyAkAnDaH_b.wav	71456
sp001-002650_RV_09.wav	72307
sp003-005985_RV_18.wav	149629
sp020-000232_1998-06-pg24_BM_VV.wav	117024
sp026-000394_004.wav	112416
sp006-000229_GB_02.wav	145024
sp010-000132_SR_05.wav	100304
sp025-000725_004.wav	156720
sp003-002684_RV_11.wav	25078
sp003-001048_RV_06.wav	91951
sp010-000922_SR_30.wav	150032
sp003-001120_RV_06.wav	114521
sp003-002111_RV_10.wav	71053
sp001-008348_KS_07.wav	168020
sp018-000132_002.wav	140848
sp009-000965_rv_11a.wav	35944
sp019-000915_lahari_7.wav	137504
sp001-006609_KS_05.wav	58514
sp009-002869_rv_30.wav	40112
sp018-000117_002.wav	87760
sp002-001640_RV_05.wav	95713
sp006-000994_GB_03-33.wav	88176
sp020-000291_1998-08-pg18_BM_VV.wav	114512
sp010-000678_SR_23.wav	116608
sp027-000111_002.wav	93616
sp009-001626_rv_17a.wav	88592
sp003-000297_RV_03.wav	28839
sp027-000374_010.wav	81072
sp012-000096_1.wav	79824
sp007-002465_pUjyaH-vRRikShaH.wav	212320
sp003-004945_RV_16.wav	51827
sp022-000292_006.wav	208976
sp009-003113_Yugavatara_05.wav	54335
sp013-000324_012.wav	123296
sp003-000714_RV_03.wav	120372
sp001-011468_KS_17.wav	99892
sp008-001442_YS_32.wav	141680
sp001-001295_RV_04.wav	87353
sp001-008064_KS_07.wav	89443
sp019-000178_lahari_3.wav	78576
sp005-000742_Kathopanishat_SB_21.wav	90279
sp008-001065_YS_23.wav	116192
sp001-004230_KS_01.wav	85264
sp003-004431_RV_15.wav	25496
sp026-000022_001.wav	110336
sp002-000341_KS_04.wav	112849
sp019-000206_lahari_3.wav	62272
sp004-000538_KS_12.wav	114103
sp007-001578_2-03-ayodhyAkAnDaH_b.wav	109504
sp019-000532_lahari_5.wav	130400
sp006-000093_GB_02.wav	49728
sp007-001463_2-02-ayodhyAkAnDaH_b.wav	68112
sp013-000167_006.wav	260384
sp001-008946_KS_09.wav	134583
sp002-002043_RV_05.wav	53917
sp005-000255_Kathopanishat_SB_11_Part2.wav	127478
sp017-000027_001.wav	117856
sp003-001388_RV_06.wav	50155
sp003-000903_RV_06.wav	112849
sp001-009279_KS_10.wav	45976
sp002-001320_RV_02.wav	100728
sp005-000467_Kathopanishat_SB_12.wav	174707
sp003-003251_RV_13.wav	70217
sp009-002478_rv_26.wav	68112
sp011-000314_005.wav	83584
sp009-001078_rv_11c.wav	50560
sp009-002215_rv_23a.wav	84832
sp004-001607_KS_15.wav	76487
sp003-001715_RV_10.wav	73143
sp007-001590_2-03-ayodhyAkAnDaH_b.wav	125376
sp001-008484_KS_07.wav	28421
sp007-001645_2-03-ayodhyAkAnDaH_c.wav	61008
sp003-005243_RV_16.wav	223190
sp019-000417_lahari_4.wav	53904
sp025-000227_002.wav	142512
sp003-001286_RV_06.wav	39706
sp008-000907_YS_19.wav	47216
sp001-005781_KS_03.wav	99474
sp008-002313_Yugavatara_04.wav	159232
sp001-003569_RV_12.wav	25913
sp001-000829_RV_01_51-95.wav	66873
sp001-003108_RV_09.wav	36362
sp001-011176_KS_17.wav	210233
sp003-004212_RV_15.wav	36362
sp018-000372_003.wav	76896
sp021-000157_05.wav	58096
sp001-003713_RV_12.wav	64366
sp004-000749_KS_12.wav	189753
sp024-000095_002.wav	146272
sp003-006506_RV_19.wav	23406
sp007-001324_2-02-ayodhyAkAnDaH_a.wav	80240
sp003-004603_RV_15.wav	104490
sp027-000564_016.wav	95280
sp001-004744_KS_01.wav	98638
sp027-000149_003.wav	63936
sp025-000496_003.wav	64768
sp001-009938_KS_13.wav	57678
sp003-005176_RV_16.wav	120790
sp007-000925_1-05-bAlakAnDaH_b.wav	114928
sp002-000275_KS_04.wav	29257
sp003-001372_RV_06.wav	61858
sp003-006489_RV_19.wav	93623
sp008-001111_YS_24.wav	207712
sp003-000626_RV_03.wav	76069
sp001-000997_RV_01_51-95.wav	52663
sp002-000326_KS_04.wav	64784
sp001-007644_KS_06_16-95.wav	95713
sp003-004562_RV_15.wav	43886
sp003-002961_RV_13.wav	10016
sp005-000488_Kathopanishat_SB_12.wav	99056
sp001-009792_KS_13.wav	185992
sp003-006441_RV_19.wav	56842
sp001-005753_KS_03.wav	89443
sp001-002326_RV_08.wav	117029
sp006-000913_GB_03-16.wav	247840
sp001-010606_KS_14.wav	89861
sp009-002781_rv_29.wav	112416
sp007-000210_1-02-bAlakAnDaH.wav	160064
sp001-007163_KS_05.wav	48901
sp007-002021_bhaktimatI-shutAvatI.wav	176368
sp006-000500_GB_02.wav	28832
sp004-000435_KS_11.wav	142524
sp006-001444_GB_04-31.wav	129552
sp001-005700_KS_03.wav	42214
sp001-005186_KS_02.wav	41796
sp020-000179_1998-06-pg23_BM_VV.wav	124960
sp003-003194_RV_13.wav	33855
sp005-000919_Kathopanishat_SB_22.wav	109923
sp005-000243_Kathopanishat_SB_11_Part2.wav	181812
sp006-001707_GB_05-18.wav	178464
sp009-000787_rv_08.wav	53488
sp002-002691_RV_07.wav	63948
sp002-002673_RV_07.wav	157153
sp008-000365_YS_03.wav	82752
sp025-000332_002.wav	238640
sp006-000594_GB_02.wav	303008
sp001-000320_RV_01_18-25.wav	59350
sp003-000277_RV_03.wav	101564
sp009-000844_rv_09.wav	101552
sp017-000025_001.wav	180976
sp008-002489_Yugavatara_06b.wav	71888
sp001-009866_KS_13.wav	31347
sp021-000179_05.wav	121616
sp001-011314_KS_17.wav	38034
sp003-005428_RV_17.wav	173871
sp023-000371_004.wav	91520
sp004-000865_KS_12.wav	149629
sp001-002207_RV_08.wav	40124
sp025-000170_001.wav	111177
sp002-002079_RV_05.wav	129985
sp006-000415_GB_02.wav	184736
sp025-000672_004.wav	77728
sp003-000754_RV_06.wav	140852
sp009-001132_rv_12a.wav	184320
sp008-000481_YS_07.wav	92784
sp002-002361_RV_07.wav	102400
sp001-000694_RV_01_51-95.wav	26749
sp001-005651_KS_03.wav	45140
sp001-008891_KS_09.wav	50155
sp019-000031_lahari_2.wav	89856
sp027-000079_002.wav	34272
sp001-003785_RV_12.wav	89443
sp002-000855_RV_02.wav	180976
sp004-001947_KS_16.wav	24242
sp010-000315_SR_11.wav	168016
sp001-010586_KS_14.wav	42632
sp001-003758_RV_12.wav	256627
sp009-001013_rv_11b.wav	59768
sp007-000268_1-02-bAlakAnDaH.wav	162160
sp009-001343_rv_14.wav	132911
sp001-006564_KS_05.wav	122044
sp021-000748_18.wav	87344
sp012-000052_1.wav	104896
sp004-000027_KS_11.wav	131657
sp002-000566_RV_02.wav	10867
